"Interleukin-3 (IL-3) is exclusively expressed by activated T and natural killer cells, a function that is tightly controlled both in a lineage-specific and in a stimulation-dependent manner.", {"entities": [[ 0, 13, 'GENE_OR_GENE_PRODUCT']]}
"Interleukin-3 (IL-3) is exclusively expressed by activated T and natural killer cells, a function that is tightly controlled both in a lineage-specific and in a stimulation-dependent manner.", {"entities": [[ 15, 19, 'GENE_OR_GENE_PRODUCT']]}
"IL-10 is a well-known immunosuppressive and/or anti-inflammatory cytokine.", {"entities": [[ 0, 5, 'GENE_OR_GENE_PRODUCT']]}
"However, we report in vitro experimental studies in which IL-10 primed leukocytes and led to an enhanced production of tumor necrosis factor (TNF) upon further stimulation by lipopolysaccharide (LPS).", {"entities": [[ 58, 63, 'GENE_OR_GENE_PRODUCT']]}
"HTLV-I is the etiologic agent of adult T-cell leukemia/lymphoma and is associated with tropical spastic paraparesis/HTLV-I-associated myelopathy.", {"entities": [[ 0, 6, 'ORGANISM']]}
"HTLV-I is the etiologic agent of adult T-cell leukemia/lymphoma and is associated with tropical spastic paraparesis/HTLV-I-associated myelopathy.", {"entities": [[ 0, 6, 'ORGANISM']]}
"Anergic CD4+ Th cells do not produce IL-2 when challenged with Ag-pulsed accessory cells because of a transcriptional defect.", {"entities": [[ 37, 41, 'GENE_OR_GENE_PRODUCT']]}
"Coordination of the immune response to injury or disease in the brain is postulated to involve bi-directional discourse between the immune system and the central nervous system.", {"entities": [[ 64, 69, 'ORGAN']]}
"We have previously described a mutant B lymphoblastoid cell line, Clone-13, that expresses HLA-DQ in the absence of HLA-DR and -DP.", {"entities": [[ 91, 97, 'GENE_OR_GENE_PRODUCT']]}
"Fas-mediated apoptosis plays an important role in regulating the immune response in peripheral T cells.", {"entities": [[ 0, 3, 'GENE_OR_GENE_PRODUCT']]}
"CD44 is a ubiquitous molecule also known as hyaluronic acid or homing receptor.", {"entities": [[ 0, 4, 'GENE_OR_GENE_PRODUCT']]}
"Recent studies have reported that lymphocytes produce, transport and bind dopamine present in plasma.", {"entities": [[ 34, 44, 'CELL']]}
"Recent studies have reported that lymphocytes produce, transport and bind dopamine present in plasma.", {"entities": [[ 74, 82, 'SIMPLE_CHEMICAL']]}
"However, the action of dopamine on HIV-1 gene expression in cells of the immune system has not yet been examined.", {"entities": [[ 23, 31, 'SIMPLE_CHEMICAL']]}
"Uncontrolled replication of a virus, which is harmful to the host is also disadvantageous to the virus.", {"entities": [[ 30, 35, 'ORGANISM']]}
"Most viruses cannot compete with the various immune mechanisms and become eliminated in the course of infection.", {"entities": [[ 5, 10, 'ORGANISM']]}
"A few viruses, like the Herpesviruses or the papillomaviruses, however, have developed a sophisticated strategy for persisting lifelong, usually asymptomatically in the host, hiding from the immune system and producing infectious progeny at the same time.", {"entities": [[ 24, 35, 'ORGANISM']]}
"A few viruses, like the Herpesviruses or the papillomaviruses, however, have developed a sophisticated strategy for persisting lifelong, usually asymptomatically in the host, hiding from the immune system and producing infectious progeny at the same time.", {"entities": [[ 45, 59, 'ORGANISM']]}
"Nuclear factor of activated T cells (NFAT) is a transcriptional activator that binds to sequences in the interleukin-2 (IL-2) promoter and is thought to be largely responsible for the T cell-specific inducibility of IL-2 expression.", {"entities": [[ 37, 41, 'GENE_OR_GENE_PRODUCT']]}
"C5a, a potent peptide chemoattractant, stimulates interleukin-8 (IL-8) secretion from peripheral blood mononuclear cells (PBMC).", {"entities": [[ 50, 63, 'GENE_OR_GENE_PRODUCT']]}
"C5a, a potent peptide chemoattractant, stimulates interleukin-8 (IL-8) secretion from peripheral blood mononuclear cells (PBMC).", {"entities": [[ 65, 69, 'GENE_OR_GENE_PRODUCT']]}
"Three molecular clones of HIV-1, derived from a single isolate (AL1), exhibited distinct replicative and cytopathic properties during propagation in a human T cell line.", {"entities": [[ 26, 31, 'ORGANISM']]}
"Three molecular clones of HIV-1, derived from a single isolate (AL1), exhibited distinct replicative and cytopathic properties during propagation in a human T cell line.", {"entities": [[ 64, 67, 'ORGANISM']]}
"IL-2-mediated T cell proliferation is a critical early event in the inflammatory process.", {"entities": [[ 0, 4, 'GENE_OR_GENE_PRODUCT']]}
"Tax1, a transcriptional trans-activator of the Human T-cell leukemia virus type I (HTLV-I), induces the expression of many cellular genes through interaction with at least three distinct cellular transcription factors; CREB/ATF, NF-kappaB, and SRF.", {"entities": [[ 0, 4, 'GENE_OR_GENE_PRODUCT']]}
"IL-10 is a potent mediator of human B cell growth and plasma cell formation.", {"entities": [[ 0, 5, 'GENE_OR_GENE_PRODUCT']]}
"Terminal differentiation of the leukemic cell lines U-937 and HL-60 by 12-O-tetradecanoylphorbol-13-acetate is accompanied by marked changes in gene expression.", {"entities": [[ 71, 107, 'SIMPLE_CHEMICAL']]}
"We demonstrate that JunD, a component of the AP-1 transcription factor complex, activates transcription of the human proenkephalin gene in a fashion that is completely dependent upon the cAMP-dependent protein kinase, protein kinase A.", {"entities": [[ 20, 24, 'GENE_OR_GENE_PRODUCT']]}
"FGF-1 is abundantly expressed in the synovium in rheumatoid arthritis and in rejecting allografts, sites of chronic immune-mediated inflammation.", {"entities": [[ 0, 5, 'GENE_OR_GENE_PRODUCT']]}
"A novel member of the tumor necrosis factor (TNF) receptor family, designated TRAMP, has been identified.", {"entities": [[ 78, 83, 'GENE_OR_GENE_PRODUCT']]}
"Cytokines, IL-2, IL-4, IL-6, IL-7, IL-12, and IL-15 are key regulators of human peripheral blood T and NK cell activation and differentiation but the precise mechanisms that give rise to their differential activities within these cells are not clear.", {"entities": [[ 11, 15, 'GENE_OR_GENE_PRODUCT']]}
"Cytokines, IL-2, IL-4, IL-6, IL-7, IL-12, and IL-15 are key regulators of human peripheral blood T and NK cell activation and differentiation but the precise mechanisms that give rise to their differential activities within these cells are not clear.", {"entities": [[ 17, 21, 'GENE_OR_GENE_PRODUCT']]}
"Cytokines, IL-2, IL-4, IL-6, IL-7, IL-12, and IL-15 are key regulators of human peripheral blood T and NK cell activation and differentiation but the precise mechanisms that give rise to their differential activities within these cells are not clear.", {"entities": [[ 23, 27, 'GENE_OR_GENE_PRODUCT']]}
"Cytokines, IL-2, IL-4, IL-6, IL-7, IL-12, and IL-15 are key regulators of human peripheral blood T and NK cell activation and differentiation but the precise mechanisms that give rise to their differential activities within these cells are not clear.", {"entities": [[ 29, 33, 'GENE_OR_GENE_PRODUCT']]}
"Cytokines, IL-2, IL-4, IL-6, IL-7, IL-12, and IL-15 are key regulators of human peripheral blood T and NK cell activation and differentiation but the precise mechanisms that give rise to their differential activities within these cells are not clear.", {"entities": [[ 35, 40, 'GENE_OR_GENE_PRODUCT']]}
"Cytokines, IL-2, IL-4, IL-6, IL-7, IL-12, and IL-15 are key regulators of human peripheral blood T and NK cell activation and differentiation but the precise mechanisms that give rise to their differential activities within these cells are not clear.", {"entities": [[ 46, 51, 'GENE_OR_GENE_PRODUCT']]}
"Accumulating data from a number of laboratories have recently indicated that the response of transcription factor NF-kappaB to alterations in the redox homeostasis of cells may play an important role in modulating immune function.", {"entities": [[ 114, 123, 'GENE_OR_GENE_PRODUCT']]}
"The activation of NF-kappaB has been recognized to regulate a number of genes necessary for normal T cell responses including IL-2, IL-6, IL-8, and several T cell surface receptors.", {"entities": [[ 18, 27, 'GENE_OR_GENE_PRODUCT']]}
"CD40 is a receptor that is critical for the survival, growth, differentiation, and isotype switching of B lymphocytes.", {"entities": [[ 0, 4, 'GENE_OR_GENE_PRODUCT']]}
"Enforced expression of Id3, which has the capacity to inhibit many basic helix-loop-helix (bHLH) transcription factors, in human CD34(+) hematopoietic progenitor cells that have not undergone T cell receptor (TCR) gene rearrangements inhibits development of the transduced cells into TCRalpha beta and gamma delta cells in a fetal thymic organ culture (FTOC).", {"entities": [[ 23, 26, 'GENE_OR_GENE_PRODUCT']]}
"The Ca(2+)-dependent phosphatase calcineurin, a target of FK506 and CsA, synergizes with PKC-induced activation of nuclear factor (NF)-kappa B in T cell lines.", {"entities": [[ 4, 10, 'SIMPLE_CHEMICAL']]}
"The Ca(2+)-dependent phosphatase calcineurin, a target of FK506 and CsA, synergizes with PKC-induced activation of nuclear factor (NF)-kappa B in T cell lines.", {"entities": [[ 33, 44, 'GENE_OR_GENE_PRODUCT']]}
"The Ca(2+)-dependent phosphatase calcineurin, a target of FK506 and CsA, synergizes with PKC-induced activation of nuclear factor (NF)-kappa B in T cell lines.", {"entities": [[ 58, 63, 'SIMPLE_CHEMICAL']]}
"The Ca(2+)-dependent phosphatase calcineurin, a target of FK506 and CsA, synergizes with PKC-induced activation of nuclear factor (NF)-kappa B in T cell lines.", {"entities": [[ 68, 71, 'SIMPLE_CHEMICAL']]}
"The Ca(2+)-dependent phosphatase calcineurin, a target of FK506 and CsA, synergizes with PKC-induced activation of nuclear factor (NF)-kappa B in T cell lines.", {"entities": [[ 89, 92, 'GENE_OR_GENE_PRODUCT']]}
"Glucocorticoid-induced apoptosis was investigated in glucocorticoid-sensitive 6TG1.1 and resistant ICR27TK.3 human leukemic T cells.", {"entities": [[ 53, 67, 'SIMPLE_CHEMICAL']]}
"1. Bioactivation of sulphamethoxazole (SMX) to chemically-reactive metabolites and subsequent protein conjugation is thought to be involved in SMX hypersensitivity.", {"entities": [[ 20, 37, 'SIMPLE_CHEMICAL']]}
"1. Bioactivation of sulphamethoxazole (SMX) to chemically-reactive metabolites and subsequent protein conjugation is thought to be involved in SMX hypersensitivity.", {"entities": [[ 39, 42, 'SIMPLE_CHEMICAL']]}
"1. Bioactivation of sulphamethoxazole (SMX) to chemically-reactive metabolites and subsequent protein conjugation is thought to be involved in SMX hypersensitivity.", {"entities": [[ 67, 77, 'SIMPLE_CHEMICAL']]}
"1. Bioactivation of sulphamethoxazole (SMX) to chemically-reactive metabolites and subsequent protein conjugation is thought to be involved in SMX hypersensitivity.", {"entities": [[ 39, 42, 'SIMPLE_CHEMICAL']]}
"We have therefore examined the cellular metabolism, disposition and conjugation of SMX and its metabolites in vitro.", {"entities": [[ 83, 86, 'SIMPLE_CHEMICAL']]}
"We have therefore examined the cellular metabolism, disposition and conjugation of SMX and its metabolites in vitro.", {"entities": [[ 95, 105, 'SIMPLE_CHEMICAL']]}
"2. Flow cytometry revealed binding of N-hydroxy (SMX-NHOH) and nitroso (SMX-NO) metabolites of SMX, but not of SMX itself, to the surface of viable white blood cells.", {"entities": [[ 38, 58, 'SIMPLE_CHEMICAL']]}
"2. Flow cytometry revealed binding of N-hydroxy (SMX-NHOH) and nitroso (SMX-NO) metabolites of SMX, but not of SMX itself, to the surface of viable white blood cells.", {"entities": [[ 63, 79, 'SIMPLE_CHEMICAL']]}
"Nuclear factor of activated T cells-family proteins (NFAT1/NFATp, NFATc, NFAT3, and NFAT4/NFATx/NFATc3) play a key role in the transcription of cytokine genes and other genes during the immune response.", {"entities": [[ 53, 64, 'GENE_OR_GENE_PRODUCT']]}
"Nuclear factor of activated T cells-family proteins (NFAT1/NFATp, NFATc, NFAT3, and NFAT4/NFATx/NFATc3) play a key role in the transcription of cytokine genes and other genes during the immune response.", {"entities": [[ 59, 64, 'GENE_OR_GENE_PRODUCT']]}
"Nuclear factor of activated T cells-family proteins (NFAT1/NFATp, NFATc, NFAT3, and NFAT4/NFATx/NFATc3) play a key role in the transcription of cytokine genes and other genes during the immune response.", {"entities": [[ 66, 71, 'GENE_OR_GENE_PRODUCT']]}
"Nuclear factor of activated T cells-family proteins (NFAT1/NFATp, NFATc, NFAT3, and NFAT4/NFATx/NFATc3) play a key role in the transcription of cytokine genes and other genes during the immune response.", {"entities": [[ 73, 78, 'GENE_OR_GENE_PRODUCT']]}
"Nuclear factor of activated T cells-family proteins (NFAT1/NFATp, NFATc, NFAT3, and NFAT4/NFATx/NFATc3) play a key role in the transcription of cytokine genes and other genes during the immune response.", {"entities": [[ 84, 102, 'GENE_OR_GENE_PRODUCT']]}
"BACKGROUND: IL-5 is fundamentally involved in eosinophilic inflammation.", {"entities": [[ 12, 16, 'GENE_OR_GENE_PRODUCT']]}
"Control of IL-5 production may be effective for the management of allergic diseases.", {"entities": [[ 11, 15, 'GENE_OR_GENE_PRODUCT']]}
"OBJECTIVE: We aimed to find the transcriptional mechanisms that regulate the IL-5 gene to selectively control IL-5 synthesis.", {"entities": [[ 77, 81, 'GENE_OR_GENE_PRODUCT']]}
"OBJECTIVE: We aimed to find the transcriptional mechanisms that regulate the IL-5 gene to selectively control IL-5 synthesis.", {"entities": [[ 77, 81, 'GENE_OR_GENE_PRODUCT']]}
"Infection of human monocytes with influenza A virus induces a broad range of proinflammatory cytokines and mononuclear cell attracting chemokines before the infected cells undergo apoptosis.", {"entities": [[ 19, 27, 'CELL']]}
"TCR engagement stimulates the activation of the protein kinase Raf-1.", {"entities": [[ 63, 68, 'GENE_OR_GENE_PRODUCT']]}
"Active Raf-1 phosphorylates and activates the mitogen-activated protein (MAP) kinase/extracellular signal-regulated kinase kinase 1 (MEK1), which in turn phosphorylates and activates the MAP kinases/extracellular signal regulated kinases, ERK1 and ERK2.", {"entities": [[ 7, 12, 'GENE_OR_GENE_PRODUCT']]}
"Here we show that the lymphoid lineage-determining factors Ikaros and Aiolos can function as strong transcriptional repressors.", {"entities": [[ 59, 65, 'GENE_OR_GENE_PRODUCT']]}
"Here we show that the lymphoid lineage-determining factors Ikaros and Aiolos can function as strong transcriptional repressors.", {"entities": [[ 70, 76, 'GENE_OR_GENE_PRODUCT']]}
"RANTES (Regulated upon Activation, Normal T cell Expressed and Secreted) is a chemoattractant cytokine (chemokine) important in the generation of inflammatory infiltrate and human immunodeficiency virus entry into immune cells.", {"entities": [[ 0, 6, 'GENE_OR_GENE_PRODUCT']]}
"We previously reported that dexamethasone (DEX), a synthetic glucocorticoid, causes apoptosis in mature Th cell lines, and that this induction of cell death is prevented by specific cytokines, namely, by IL-2 in Th1 cells and by IL-4 in Th2 cells.", {"entities": [[ 204, 208, 'GENE_OR_GENE_PRODUCT']]}
"The transcription factor GATA-1 is expressed in a subset of hemopoietic cells, where it mediates the cell-type specific expression of several genes.", {"entities": [[ 25, 31, 'GENE_OR_GENE_PRODUCT']]}
"The GATA factors are a family of transcriptional regulatory proteins in eukaryotes that share extensive homology in their DNA-binding domains.", {"entities": [[ 72, 81, 'ORGANISM']]}
"To elucidate the roles of individual GATA factors in erythropoiesis, conditional alleles of GATA-1, GATA-2, and GATA-3 were prepared by fusing each of the factors to the hormone-binding domain of the human estrogen receptor (ER).", {"entities": [[ 92, 98, 'GENE_OR_GENE_PRODUCT']]}
"To elucidate the roles of individual GATA factors in erythropoiesis, conditional alleles of GATA-1, GATA-2, and GATA-3 were prepared by fusing each of the factors to the hormone-binding domain of the human estrogen receptor (ER).", {"entities": [[ 100, 106, 'GENE_OR_GENE_PRODUCT']]}
"To elucidate the roles of individual GATA factors in erythropoiesis, conditional alleles of GATA-1, GATA-2, and GATA-3 were prepared by fusing each of the factors to the hormone-binding domain of the human estrogen receptor (ER).", {"entities": [[ 112, 118, 'GENE_OR_GENE_PRODUCT']]}
"We have examined the effects of N-acetyl-L-cysteine (NAC), a well-characterized, thiol-containing antioxidant, on agonist-induced monocytic cell adhesion to endothelial cells (EC).", {"entities": [[ 32, 51, 'AMINO_ACID']]}
"We have examined the effects of N-acetyl-L-cysteine (NAC), a well-characterized, thiol-containing antioxidant, on agonist-induced monocytic cell adhesion to endothelial cells (EC).", {"entities": [[ 53, 56, 'AMINO_ACID']]}
"SLP-76 and Vav, two hematopoietic cell specific molecules, are critical for T cell development and activation.", {"entities": [[ 0, 6, 'GENE_OR_GENE_PRODUCT']]}
"SLP-76 and Vav, two hematopoietic cell specific molecules, are critical for T cell development and activation.", {"entities": [[ 11, 14, 'GENE_OR_GENE_PRODUCT']]}
"NF-kappaB is a potent cellular activator of HIV-1 gene expression.", {"entities": [[ 0, 9, 'GENE_OR_GENE_PRODUCT']]}
"The effect of constitutive Tax expression on the interaction of NF-kappa B with its recognition sequence and on NF-kappa B-dependent gene expression was examined in T lymphoid Jurkat cell lines (19D and 9J) stably transformed with a Tax expression vector.", {"entities": [[ 27, 30, 'GENE_OR_GENE_PRODUCT']]}
"Ligand-induced tyrosine phosphorylation of the STATs promotes their homodimer and heterodimer formation and subsequent nuclear translocation.", {"entities": [[ 15, 23, 'AMINO_ACID']]}
"The first product of ascorbate oxidation, the ascorbate free radical (AFR), acts in biological systems mainly as an oxidant, and through its role in the plasma membrane redox system exerts different effects on the cell.", {"entities": [[ 21, 30, 'SIMPLE_CHEMICAL']]}
"The responses of lymphocytes to IL-2 and IL-12, involving proliferation, differentiation, and cytokine production, are only partially overlapping, and may depend on induced differential expression of specific sets of genes.", {"entities": [[ 17, 27, 'CELL']]}
"The responses of lymphocytes to IL-2 and IL-12, involving proliferation, differentiation, and cytokine production, are only partially overlapping, and may depend on induced differential expression of specific sets of genes.", {"entities": [[ 32, 36, 'GENE_OR_GENE_PRODUCT']]}
"The responses of lymphocytes to IL-2 and IL-12, involving proliferation, differentiation, and cytokine production, are only partially overlapping, and may depend on induced differential expression of specific sets of genes.", {"entities": [[ 41, 46, 'GENE_OR_GENE_PRODUCT']]}
"Using reverse-transcription PCR differential display, we isolated an mRNA species expressed in IL-2- but not IL-12-stimulated NK cells.", {"entities": [[ 95, 99, 'GENE_OR_GENE_PRODUCT']]}
"Using reverse-transcription PCR differential display, we isolated an mRNA species expressed in IL-2- but not IL-12-stimulated NK cells.", {"entities": [[ 109, 114, 'GENE_OR_GENE_PRODUCT']]}
"One gene encodes a protein, RFX5, that is a member of the RFX family of DNA binding proteins.", {"entities": [[ 28, 32, 'GENE_OR_GENE_PRODUCT']]}
"The other, CIITA, encodes a large protein with a defined acidic transcriptional activation domain; this protein does not interact with DNA.", {"entities": [[ 11, 16, 'GENE_OR_GENE_PRODUCT']]}
"Regulation of the transcription factor NF-kappaB involves proteasome-mediated processing of the NF-kappaB1 p105 precursor protein, which generates the p50 subunit of NF-kappaB.", {"entities": [[ 39, 48, 'GENE_OR_GENE_PRODUCT']]}
"PU.1 is a hematopoietic-specific Ets family transcription factor that is required for development of some lymphoid and myeloid lineages.", {"entities": [[ 0, 4, 'GENE_OR_GENE_PRODUCT']]}
"The cell cycle-dependent transcription factor, E2F-1, regulates the cyclin-like species of the DNA repair enzyme uracil-DNA glycosylase (UDG) gene in human osteosarcoma (Saos-2) cells.", {"entities": [[ 47, 52, 'GENE_OR_GENE_PRODUCT']]}
"Because candidiasis and cryptococcosis are common in human immunodeficiency virus (HIV)-infected persons, the effect of Cryptococcus neoformans and Candida albicans on HIV expression in monocytic cells was examined.", {"entities": [[ 8, 19, 'ORGANISM']]}
"Because candidiasis and cryptococcosis are common in human immunodeficiency virus (HIV)-infected persons, the effect of Cryptococcus neoformans and Candida albicans on HIV expression in monocytic cells was examined.", {"entities": [[ 24, 38, 'ORGANISM']]}
"Lipopolysaccharide (LPS) is a potent stimulator of monocytes and macrophages, causing secretion of tumor necrosis factor alpha (TNF-alpha) and other inflammatory mediators.", {"entities": [[ 51, 59, 'CELL']]}
"Lipopolysaccharide (LPS) is a potent stimulator of monocytes and macrophages, causing secretion of tumor necrosis factor alpha (TNF-alpha) and other inflammatory mediators.", {"entities": [[ 65, 75, 'CELL']]}
"Activation of the CD28 surface receptor provides a major costimulatory signal for T cell activation resulting in enhanced production of interleukin-2 (IL-2) and cell proliferation.", {"entities": [[ 18, 22, 'GENE_OR_GENE_PRODUCT']]}
"We introduce a new experimental system combining adenovirus-mediated gene transfer and fetal thymic organ culture (FTOC).", {"entities": [[ 49, 59, 'ORGANISM']]}
"1. In this study we hypothesized that in individuals with certain genetic makeup, MTBE, benzene or their metabolites act as adducts and may induce programmed cell death.", {"entities": [[ 82, 86, 'SIMPLE_CHEMICAL']]}
"1. In this study we hypothesized that in individuals with certain genetic makeup, MTBE, benzene or their metabolites act as adducts and may induce programmed cell death.", {"entities": [[ 88, 95, 'SIMPLE_CHEMICAL']]}
"Effects of oxidative stress on stimulation-dependent signal transduction, leading to IL-2 expression, were studied.", {"entities": [[ 85, 89, 'GENE_OR_GENE_PRODUCT']]}
"The adherence of monocytes to activated endothelium is an early event in atherogenesis.", {"entities": [[ 17, 25, 'CELL']]}
"Because antioxidants have been considered to be of antiatherosclerotic potential, we investigated the effects of alpha-tocopherol (TCP) and its acetate and succinate esters on monocyte adhesion to cytokine-stimulated human umbilical vein endothelial cells (HUVEC).", {"entities": [[ 113, 129, 'SIMPLE_CHEMICAL']]}
"Because antioxidants have been considered to be of antiatherosclerotic potential, we investigated the effects of alpha-tocopherol (TCP) and its acetate and succinate esters on monocyte adhesion to cytokine-stimulated human umbilical vein endothelial cells (HUVEC).", {"entities": [[ 131, 134, 'SIMPLE_CHEMICAL']]}
"MNDA (myeloid cell nuclear differentiation antigen) is an interferon alpha regulated nuclear protein expressed only in cells of the human myelomonocytic lineage.", {"entities": [[ 0, 4, 'GENE_OR_GENE_PRODUCT']]}
"MyD88, originally isolated as a myeloid differentiation primary response gene, is shown to act as an adaptor in interleukin-1 (IL-1) signaling by interacting with both the IL-1 receptor complex and IL-1 receptor-associated kinase (IRAK).", {"entities": [[ 0, 5, 'GENE_OR_GENE_PRODUCT']]}
"Activation of expression of genes encoding transcription factors: c-fos and c-jun and formation of AP1 transcriptional complex in human monocytes was investigated.", {"entities": [[ 28, 32, 'GENE_OR_GENE_PRODUCT']]}
"Activation of expression of genes encoding transcription factors: c-fos and c-jun and formation of AP1 transcriptional complex in human monocytes was investigated.", {"entities": [[ 66, 71, 'GENE_OR_GENE_PRODUCT']]}
"Activation of expression of genes encoding transcription factors: c-fos and c-jun and formation of AP1 transcriptional complex in human monocytes was investigated.", {"entities": [[ 76, 81, 'GENE_OR_GENE_PRODUCT']]}
"In this study, the IFN-gamma induction of MHC class II gene expression in primary cultures of thymic epithelial cells (TEC) was analyzed.", {"entities": [[ 19, 28, 'GENE_OR_GENE_PRODUCT']]}
"The binding of interleukin-2 (IL-2) to its receptor on normal T cells induces nuclear expression of nuclear factor kappaB (NF-kappaB), activation of the IL-2 receptor (IL-2R) alpha chain gene, and cell proliferation.", {"entities": [[ 15, 28, 'GENE_OR_GENE_PRODUCT']]}
"The binding of interleukin-2 (IL-2) to its receptor on normal T cells induces nuclear expression of nuclear factor kappaB (NF-kappaB), activation of the IL-2 receptor (IL-2R) alpha chain gene, and cell proliferation.", {"entities": [[ 30, 34, 'GENE_OR_GENE_PRODUCT']]}
"The region downstream of the enhancer (DEN) of the long terminal repeat of the mink cell focus-forming murine leukemia virus is important for viral pathogenicity.", {"entities": [[ 29, 37, 'GENE_OR_GENE_PRODUCT']]}
"The region downstream of the enhancer (DEN) of the long terminal repeat of the mink cell focus-forming murine leukemia virus is important for viral pathogenicity.", {"entities": [[ 39, 42, 'GENE_OR_GENE_PRODUCT']]}
"Expression studies as well as the use of transgenic animals have demonstrated that the A-MYB transcription factor plays central and specific role in the regulation of mature B cell proliferation and/or differentiation.", {"entities": [[ 87, 92, 'GENE_OR_GENE_PRODUCT']]}
"PU.1 (spi-1), a member of the Ets transcription factor family, is predominantly expressed in myeloid and B cells, activates many B cell and myeloid genes, and is critical for development of both of these lineages.", {"entities": [[ 0, 4, 'GENE_OR_GENE_PRODUCT']]}
"PU.1 (spi-1), a member of the Ets transcription factor family, is predominantly expressed in myeloid and B cells, activates many B cell and myeloid genes, and is critical for development of both of these lineages.", {"entities": [[ 6, 11, 'GENE_OR_GENE_PRODUCT']]}
"The level of ongoing HIV-1 replication within an individual is critical to HIV-1 pathogenesis.", {"entities": [[ 21, 26, 'ORGANISM']]}
"The level of ongoing HIV-1 replication within an individual is critical to HIV-1 pathogenesis.", {"entities": [[ 21, 26, 'ORGANISM']]}
"Among host immune factors, the cytokine TNF-alpha has previously been shown to increase HIV-1 replication in various monocyte and T cell model systems.", {"entities": [[ 40, 49, 'GENE_OR_GENE_PRODUCT']]}
"Among host immune factors, the cytokine TNF-alpha has previously been shown to increase HIV-1 replication in various monocyte and T cell model systems.", {"entities": [[ 88, 93, 'ORGANISM']]}
"The t(17;19) translocation in acute lymphoblastic leukemias results in creation of E2A-hepatic leukemia factor (HLF) chimeric proteins that contain the DNA-binding and protein dimerization domains of the basic leucine zipper (bZIP) protein HLF fused to a portion of E2A proteins with transcriptional activation properties.", {"entities": [[ 4, 12, 'GENE_OR_GENE_PRODUCT']]}
"We have studied the effects of prednisone (PDN), deflazacort (DFC), and dexamethasone (DXM) on the production of cytokines (IL-2, IL-6, TNF-alpha, IL-10) by peripheral T lymphocytes, and the effects on the inhibition of NF-kB DNA binding activity by activated Jurkat cell line.", {"entities": [[ 124, 128, 'GENE_OR_GENE_PRODUCT']]}
"We have studied the effects of prednisone (PDN), deflazacort (DFC), and dexamethasone (DXM) on the production of cytokines (IL-2, IL-6, TNF-alpha, IL-10) by peripheral T lymphocytes, and the effects on the inhibition of NF-kB DNA binding activity by activated Jurkat cell line.", {"entities": [[ 130, 134, 'GENE_OR_GENE_PRODUCT']]}
"We have studied the effects of prednisone (PDN), deflazacort (DFC), and dexamethasone (DXM) on the production of cytokines (IL-2, IL-6, TNF-alpha, IL-10) by peripheral T lymphocytes, and the effects on the inhibition of NF-kB DNA binding activity by activated Jurkat cell line.", {"entities": [[ 136, 145, 'GENE_OR_GENE_PRODUCT']]}
"We have studied the effects of prednisone (PDN), deflazacort (DFC), and dexamethasone (DXM) on the production of cytokines (IL-2, IL-6, TNF-alpha, IL-10) by peripheral T lymphocytes, and the effects on the inhibition of NF-kB DNA binding activity by activated Jurkat cell line.", {"entities": [[ 147, 152, 'GENE_OR_GENE_PRODUCT']]}
"The protein products of the c-fos (p62c-fos) and c-jun (p39c-jun) genes are members of the AP-1 transcription factor family and are thought to play important roles in the regulation of gene expression during the cell cycle.", {"entities": [[ 28, 33, 'GENE_OR_GENE_PRODUCT']]}
"The protein products of the c-fos (p62c-fos) and c-jun (p39c-jun) genes are members of the AP-1 transcription factor family and are thought to play important roles in the regulation of gene expression during the cell cycle.", {"entities": [[ 35, 43, 'GENE_OR_GENE_PRODUCT']]}
"The protein products of the c-fos (p62c-fos) and c-jun (p39c-jun) genes are members of the AP-1 transcription factor family and are thought to play important roles in the regulation of gene expression during the cell cycle.", {"entities": [[ 49, 54, 'GENE_OR_GENE_PRODUCT']]}
"The protein products of the c-fos (p62c-fos) and c-jun (p39c-jun) genes are members of the AP-1 transcription factor family and are thought to play important roles in the regulation of gene expression during the cell cycle.", {"entities": [[ 56, 64, 'GENE_OR_GENE_PRODUCT']]}
"The protein products of the c-fos (p62c-fos) and c-jun (p39c-jun) genes are members of the AP-1 transcription factor family and are thought to play important roles in the regulation of gene expression during the cell cycle.", {"entities": [[ 91, 95, 'GENE_OR_GENE_PRODUCT']]}
"To investigate the mechanisms of transcriptional activation of interleukin-1beta (IL-1beta) in non-monocytic cells, we constructed a series of reporter plasmids with the bacterial chloramphenicol acetyltransferase gene linked to various parts of the human IL-1beta promoter and performed transient transfection experiments.", {"entities": [[ 63, 80, 'GENE_OR_GENE_PRODUCT']]}
"To investigate the mechanisms of transcriptional activation of interleukin-1beta (IL-1beta) in non-monocytic cells, we constructed a series of reporter plasmids with the bacterial chloramphenicol acetyltransferase gene linked to various parts of the human IL-1beta promoter and performed transient transfection experiments.", {"entities": [[ 82, 90, 'GENE_OR_GENE_PRODUCT']]}
"The Rho family of small GTP-binding proteins is involved in the regulation of cytoskeletal structure, gene transcription, specific cell fate development, and transformation.", {"entities": [[ 4, 7, 'GENE_OR_GENE_PRODUCT']]}
"The lymphoid-specific transcription factor Oct-2a is implicated in B cell-specific transcriptional activity via the octamer motif.", {"entities": [[ 43, 49, 'GENE_OR_GENE_PRODUCT']]}
